event_id,method,auprc,roc_auc,localization_error_seconds,within_0p15,within_0p30,within_0p60,top_1pct_recall,false_positive_burden,calibration_error
EDR013,nonlinear_invariant,0.6165882352941177,0.976,0.03000000000000025,True,True,True,0.3,0.051371215631253825,0.03526226566320142
EDR013,sparse_invariant,0.4931490671813253,0.968,0.41999999999999993,False,False,True,0.3,0.053225304791283984,0.051683821166475415
EDR014,baseline:D_e_abs,0.43594264932809146,0.9357142857142857,0.0,True,True,True,0.2857142857142857,,
EDR014,baseline:D_e_normalized,0.04905227820739501,0.7442857142857143,3.96,False,False,False,0.0,,
EDR014,baseline:D_e_positive,0.40999451146030946,0.7952380952380953,0.0,True,True,True,0.2857142857142857,,
EDR014,baseline:E_parallel_abs,0.3664480680609713,0.9457142857142857,0.0,True,True,True,0.2857142857142857,,
EDR014,baseline:E_prime_magnitude,0.28807800268836226,0.8928571428571428,0.0,True,True,True,0.14285714285714285,,
EDR014,baseline:J_magnitude,0.9480519480519478,0.9980952380952381,0.03000000000000025,True,True,True,0.5714285714285714,,
EDR014,baseline:Q,0.704421768707483,0.9938095238095238,0.0,True,True,True,0.2857142857142857,,
EDR014,baseline:pressure_anisotropy_abs,0.016127532529219966,0.2371428571428571,0.3600000000000003,False,False,True,0.0,,
EDR014,nonlinear_invariant,0.6012987012987013,0.9909523809523809,1.4699999999999998,False,False,False,0.2857142857142857,0.06888083625972644,0.05837509299356961
EDR014,sparse_invariant,0.8752628324056895,0.9966666666666667,0.2699999999999996,False,True,True,0.42857142857142855,0.0624623869946114,0.06150280245541715
EDR015,baseline:D_e_abs,0.6266732499451393,0.9380952380952381,0.05999999999999961,True,True,True,0.5714285714285714,,
EDR015,baseline:D_e_normalized,0.02814764360211514,0.5614285714285714,1.7699999999999996,False,False,False,0.0,,
EDR015,baseline:D_e_positive,0.4803389703140851,0.7614285714285715,0.0,True,True,True,0.42857142857142855,,
EDR015,baseline:E_parallel_abs,0.26246031746031745,0.9523809523809523,0.54,False,False,True,0.14285714285714285,,
EDR015,baseline:E_prime_magnitude,0.8596165739022881,0.9957142857142858,0.02999999999999936,True,True,True,0.5714285714285714,,
EDR015,baseline:J_magnitude,0.9682539682539681,0.999047619047619,0.05999999999999961,True,True,True,0.5714285714285714,,
EDR015,baseline:Q,0.6572889655596421,0.98,0.05999999999999961,True,True,True,0.42857142857142855,,
EDR015,baseline:pressure_anisotropy_abs,0.02507477133942218,0.5152380952380953,5.13,False,False,False,0.0,,
EDR015,nonlinear_invariant,0.5566326530612244,0.9890476190476192,5.3100000000000005,False,False,False,0.2857142857142857,0.026354237562608386,0.017498093857693468
EDR015,sparse_invariant,0.982142857142857,0.9995238095238096,0.05999999999999961,True,True,True,0.5714285714285714,0.039030593300133254,0.04260029031997237
EDR017,baseline:D_e_abs,0.5162037037037037,0.9355555555555557,3.3600000000000003,False,False,False,0.5,,
EDR017,baseline:D_e_normalized,0.07039297044150365,0.531111111111111,4.32,False,False,False,0.0,,
EDR017,baseline:D_e_positive,0.3292483660130719,0.6299999999999999,3.3600000000000003,False,False,False,0.5,,
EDR017,baseline:E_parallel_abs,0.21262243088868477,0.795,4.26,False,False,False,0.3333333333333333,,
EDR017,baseline:E_prime_magnitude,0.0255530243904169,0.535,4.74,False,False,False,0.0,,
EDR017,baseline:J_magnitude,0.8374999999999999,0.9955555555555555,0.17999999999999972,False,True,True,0.5,,
EDR017,baseline:Q,0.37370129870129865,0.8811111111111111,0.14999999999999947,True,True,True,0.3333333333333333,,
EDR017,baseline:pressure_anisotropy_abs,0.01413392606244658,0.23833333333333334,4.68,False,False,False,0.0,,
EDR017,nonlinear_invariant,0.5526695526695526,0.9783333333333333,0.17999999999999972,False,True,True,0.5,0.012552792679209585,0.009443326039058349
EDR017,sparse_invariant,0.5596560846560846,0.9733333333333333,0.14999999999999947,True,True,True,0.3333333333333333,0.03540055184032009,0.027970880298789483
EDR018,baseline:D_e_abs,0.13954282082574818,0.8043333333333333,0.5999999999999996,False,False,True,0.1,,
EDR018,baseline:D_e_normalized,0.031501664030786754,0.458,4.59,False,False,False,0.0,,
EDR018,baseline:D_e_positive,0.060288978494623655,0.49633333333333335,0.5999999999999996,False,False,True,0.0,,
EDR018,baseline:E_parallel_abs,0.14221551139600289,0.865,3.0600000000000005,False,False,False,0.0,,
EDR018,baseline:E_prime_magnitude,0.06533710313001553,0.7086666666666668,0.5999999999999996,False,False,True,0.0,,
EDR018,baseline:J_magnitude,0.3940023188762684,0.9086666666666667,0.8399999999999999,False,False,False,0.2,,
EDR018,baseline:Q,0.42107223453294984,0.867,2.67,False,False,False,0.3,,
EDR018,baseline:pressure_anisotropy_abs,0.04298381427117279,0.618,0.5099999999999998,False,False,True,0.0,,
EDR018,nonlinear_invariant,0.5449973532536558,0.9306666666666666,0.8700000000000001,False,False,False,0.3,0.03148075720160076,0.022166142309425145
EDR018,sparse_invariant,0.542174185463659,0.9073333333333333,0.02999999999999936,True,True,True,0.3,0.052796636094146226,0.039878711833079096
EDR019,baseline:D_e_abs,0.8230384807596202,0.9780730897009967,0.03000000000000025,True,True,True,0.4,,
EDR019,baseline:D_e_normalized,0.09586463226525947,0.7478405315614619,5.73,False,False,False,0.0,,
EDR019,baseline:D_e_positive,0.7778582912264583,0.9177740863787376,0.03000000000000025,True,True,True,0.4,,
EDR019,baseline:E_parallel_abs,0.48938508661775715,0.9259136212624584,0.0,True,True,True,0.3,,
EDR019,baseline:E_prime_magnitude,0.26141483112436803,0.7598006644518273,0.0,True,True,True,0.2,,
EDR019,baseline:J_magnitude,0.9833333333333333,0.9993355481727574,0.0,True,True,True,0.4,,
EDR019,baseline:Q,0.04422976993899436,0.6255813953488372,2.219999999999999,False,False,False,0.0,,
EDR019,baseline:pressure_anisotropy_abs,0.021554588702965807,0.20564784053156146,2.039999999999999,False,False,False,0.0,,
EDR019,nonlinear_invariant,0.9622222222222221,0.998671096345515,0.0,True,True,True,0.4,0.016211537499528205,0.03087728289867607
EDR019,sparse_invariant,0.3265006378783468,0.9554817275747509,2.219999999999999,False,False,False,0.2,0.0461173996569585,0.04346223434784306
EDR020,baseline:D_e_abs,0.5254181555454089,0.9006666666666666,0.47999999999999954,False,False,True,0.3,,
EDR020,baseline:D_e_normalized,0.03740478165266849,0.5346666666666666,2.04,False,False,False,0.0,,
EDR020,baseline:D_e_positive,0.3615426270360693,0.6543333333333333,0.47999999999999954,False,False,True,0.3,,
EDR020,baseline:E_parallel_abs,0.16198448300628832,0.6746666666666667,0.0,True,True,True,0.1,,
EDR020,baseline:E_prime_magnitude,0.28647211389309774,0.775,0.0,True,True,True,0.1,,
EDR020,baseline:J_magnitude,0.9434782608695652,0.9956666666666667,0.47999999999999954,False,False,True,0.4,,
EDR020,baseline:Q,0.6387380952380952,0.9773333333333333,0.3899999999999997,False,False,True,0.3,,
EDR020,baseline:pressure_anisotropy_abs,0.04727826695828516,0.6569999999999999,1.92,False,False,False,0.0,,
EDR020,nonlinear_invariant,0.9163888888888888,0.9966666666666667,0.54,False,False,True,0.4,0.016232226800464763,0.029198450658860457
EDR020,sparse_invariant,0.8796753246753246,0.9833333333333334,0.3899999999999997,False,False,True,0.4,0.0414398357430298,0.04061983029433056
EDR021,baseline:D_e_abs,0.37910259186605294,0.9478688524590164,0.20999999999999996,False,True,True,0.1,,
EDR021,baseline:D_e_normalized,0.034779206874697155,0.4147540983606557,5.9399999999999995,False,False,False,0.0,,
EDR021,baseline:D_e_positive,0.19126984126984126,0.5104918032786885,0.20999999999999996,False,True,True,0.2,,
EDR021,baseline:E_parallel_abs,0.09067438420720585,0.6947540983606557,0.17999999999999972,False,True,True,0.0,,
EDR021,baseline:E_prime_magnitude,0.5558137100994244,0.9354098360655739,0.17999999999999972,False,True,True,0.3,,
EDR021,baseline:J_magnitude,0.1073465621256972,0.7127868852459016,0.8399999999999999,False,False,False,0.1,,
EDR021,baseline:Q,0.338629435081048,0.9081967213114754,3.3599999999999994,False,False,False,0.2,,
EDR021,baseline:pressure_anisotropy_abs,0.4696108764949508,0.9475409836065574,0.08999999999999986,True,True,True,0.3,,
EDR021,nonlinear_invariant,0.12204016737095338,0.8459016393442623,0.8399999999999999,False,False,False,0.0,0.01536450456950375,0.018024325200576348
EDR021,sparse_invariant,0.22233874604407786,0.8750819672131147,0.03000000000000025,True,True,True,0.1,0.03690226911051179,0.010633561831598595
EDR022,baseline:D_e_abs,0.4973318713450292,0.97,0.5700000000000003,False,False,True,0.3333333333333333,,
EDR022,baseline:D_e_normalized,0.016745290225512174,0.34111111111111114,5.58,False,False,False,0.0,,
EDR022,baseline:D_e_positive,0.0196078431372549,0.2633333333333333,0.6000000000000005,False,False,False,0.0,,
EDR022,baseline:E_parallel_abs,0.13336735656345164,0.8833333333333333,0.6000000000000005,False,False,False,0.0,,
EDR022,baseline:E_prime_magnitude,0.03174847654568615,0.665,3.69,False,False,False,0.0,,
EDR022,baseline:J_magnitude,1.0,1.0,0.0,True,True,True,0.6666666666666666,,
EDR022,baseline:Q,0.31950648036174356,0.8266666666666667,0.02999999999999936,True,True,True,0.3333333333333333,,
EDR022,baseline:pressure_anisotropy_abs,0.012611898700971621,0.10666666666666667,3.75,False,False,False,0.0,,
EDR022,nonlinear_invariant,0.7154761904761904,0.9644444444444444,0.0,True,True,True,0.6666666666666666,0.007064811958997737,0.007497657298506544
EDR022,sparse_invariant,0.5657308377896613,0.9222222222222223,0.41999999999999993,False,False,True,0.5,0.031056432302568465,0.028181293487269964
EDR023,baseline:D_e_abs,0.5623017128853586,0.9516666666666667,0.2699999999999996,False,True,True,0.4,,
EDR023,baseline:D_e_normalized,0.024994523179425555,0.33366666666666667,1.6799999999999997,False,False,False,0.0,,
EDR023,baseline:D_e_positive,0.061332767402376906,0.39599999999999996,0.2999999999999998,False,True,True,0.1,,
EDR023,baseline:E_parallel_abs,0.1878670256813094,0.7606666666666668,0.03000000000000025,True,True,True,0.1,,
EDR023,baseline:E_prime_magnitude,0.06422668179933308,0.7086666666666667,0.75,False,False,False,0.0,,
EDR023,baseline:J_magnitude,0.9999999999999999,1.0,0.03000000000000025,True,True,True,0.4,,
EDR023,baseline:Q,0.5802195092829556,0.922,0.27000000000000046,False,True,True,0.4,,
EDR023,baseline:pressure_anisotropy_abs,0.022220999481443588,0.22966666666666666,1.38,False,False,False,0.0,,
EDR023,nonlinear_invariant,1.0,1.0,0.1200000000000001,True,True,True,0.4,0.03768160721407774,0.044120083129726
EDR023,sparse_invariant,0.9999999999999999,1.0,0.03000000000000025,True,True,True,0.4,0.05142209910297898,0.06470058361933581
EDR025,baseline:D_e_abs,0.2886283801882502,0.8184818481848185,3.6899999999999995,False,False,False,0.2,,
EDR025,baseline:D_e_normalized,0.07067943900204296,0.7749174917491749,0.8700000000000001,False,False,False,0.0,,
EDR025,baseline:D_e_positive,0.4557020979104727,0.9297029702970296,3.6899999999999995,False,False,False,0.3,,
EDR025,baseline:E_parallel_abs,0.23777529641847717,0.7046204620462047,4.17,False,False,False,0.2,,
EDR025,baseline:E_prime_magnitude,0.1221141204908829,0.8231023102310231,3.6899999999999995,False,False,False,0.0,,
EDR025,baseline:J_magnitude,0.8826479076479077,0.9957095709570957,0.0600000000000005,True,True,True,0.4,,
EDR025,baseline:Q,0.21038046272314007,0.8818481848184819,3.0600000000000005,False,False,False,0.1,,
EDR025,baseline:pressure_anisotropy_abs,0.025733302734685794,0.3524752475247525,5.309999999999999,False,False,False,0.0,,
EDR025,nonlinear_invariant,0.5131294144452039,0.9844884488448844,3.0600000000000005,False,False,False,0.1,0.021728174451847628,0.028089020059522986
EDR025,sparse_invariant,0.3465996765996766,0.9620462046204621,3.0600000000000005,False,False,False,0.1,0.03757787783230264,0.038228223115420845
EDR028,baseline:D_e_abs,0.11066995910201485,0.8157142857142857,0.75,False,False,False,0.0,,
EDR028,baseline:D_e_normalized,0.02492747952889405,0.4771428571428571,1.4699999999999998,False,False,False,0.0,,
EDR028,baseline:D_e_positive,0.04439980490442535,0.5085714285714286,0.8099999999999996,False,False,False,0.0,,
EDR028,baseline:E_parallel_abs,0.032166274530746254,0.549047619047619,2.4299999999999997,False,False,False,0.0,,
EDR028,baseline:E_prime_magnitude,0.031189275266062706,0.5785714285714285,0.75,False,False,False,0.0,,
EDR028,baseline:J_magnitude,0.9999999999999998,1.0,0.03000000000000025,True,True,True,0.5714285714285714,,
EDR028,baseline:Q,0.02753761575553708,0.4442857142857143,2.16,False,False,False,0.0,,
EDR028,baseline:pressure_anisotropy_abs,0.021536792816594114,0.40428571428571425,1.7699999999999996,False,False,False,0.0,,
EDR028,nonlinear_invariant,0.5475417439703154,0.9902380952380954,0.1800000000000006,False,True,True,0.14285714285714285,0.01777322746111824,0.02759680031907229
EDR028,sparse_invariant,0.8954648526077096,0.9976190476190476,0.15000000000000036,False,True,True,0.42857142857142855,0.03697680056736933,0.04661800193189511
EDR034,baseline:D_e_abs,0.4041122782509542,0.8526666666666667,0.02999999999999936,True,True,True,0.2,,
EDR034,baseline:D_e_normalized,0.05494326897964642,0.6813333333333333,2.1,False,False,False,0.0,,
EDR034,baseline:D_e_positive,0.37289895219531516,0.8325,0.02999999999999936,True,True,True,0.2,,
EDR034,baseline:E_parallel_abs,0.42228922834939486,0.7323333333333334,0.0,True,True,True,0.3,,
EDR034,baseline:E_prime_magnitude,0.2747360466074496,0.7796666666666666,0.02999999999999936,True,True,True,0.2,,
EDR034,baseline:J_magnitude,0.5469516216634548,0.7516666666666667,0.0,True,True,True,0.4,,
EDR034,baseline:Q,0.0793874637974282,0.7606666666666666,0.5099999999999998,False,False,True,0.0,,
EDR034,baseline:pressure_anisotropy_abs,0.45789734340092664,0.6406666666666667,0.08999999999999986,True,True,True,0.4,,
EDR034,nonlinear_invariant,0.561371299091719,0.9556666666666667,0.0,True,True,True,0.3,0.006692940128918829,0.02358800869041672
EDR034,sparse_invariant,0.3799812253927259,0.7083333333333333,0.0,True,True,True,0.2,0.022925504804324526,0.008592681399330716
EDR035,baseline:D_e_abs,0.4783909334608907,0.8943333333333334,0.02999999999999936,True,True,True,0.4,,
EDR035,baseline:D_e_normalized,0.042136695554932435,0.502,5.58,False,False,False,0.0,,
EDR035,baseline:D_e_positive,0.23837011884550086,0.472,0.02999999999999936,True,True,True,0.2,,
EDR035,baseline:E_parallel_abs,0.6241680812412519,0.894,0.02999999999999936,True,True,True,0.3,,
EDR035,baseline:E_prime_magnitude,0.48006789946938644,0.8396666666666666,0.02999999999999936,True,True,True,0.3,,
EDR035,baseline:J_magnitude,0.7269279081574163,0.9736666666666667,0.0,True,True,True,0.4,,
EDR035,baseline:Q,0.48450113378684806,0.9033333333333333,0.1800000000000006,False,True,True,0.3,,
EDR035,baseline:pressure_anisotropy_abs,0.32955421667748364,0.9046666666666667,0.2400000000000002,False,True,True,0.2,,
EDR035,nonlinear_invariant,0.8157868275515334,0.9813333333333334,0.1800000000000006,False,True,True,0.4,0.006939946158288521,0.02446275075972535
EDR035,sparse_invariant,0.8678571428571428,0.986,0.1800000000000006,False,True,True,0.4,0.026794978867522506,0.027204126467550556
EDR041,baseline:D_e_abs,0.2731143366437484,0.9486666666666667,2.64,False,False,False,0.2,,
EDR041,baseline:D_e_normalized,0.026131097873290526,0.5973333333333334,4.529999999999999,False,False,False,0.0,,
EDR041,baseline:D_e_positive,0.4760059612518629,0.845,0.0,True,True,True,0.4,,
EDR041,baseline:E_parallel_abs,0.11607898204008044,0.8973333333333333,1.9500000000000002,False,False,False,0.0,,
EDR041,baseline:E_prime_magnitude,0.06245967245967246,0.7886666666666667,2.16,False,False,False,0.0,,
EDR041,baseline:J_magnitude,1.0,1.0,0.0,True,True,True,0.8,,
EDR041,baseline:Q,0.1562026862026862,0.8786666666666667,0.41999999999999993,False,False,True,0.2,,
EDR041,baseline:pressure_anisotropy_abs,0.029000957176794497,0.6806666666666666,0.96,False,False,False,0.0,,
EDR041,nonlinear_invariant,1.0,1.0,0.0,True,True,True,0.8,0.009501924863361476,0.01883729429627313
EDR041,sparse_invariant,0.7577639751552796,0.986,0.0,True,True,True,0.6,0.030429487683208953,0.03167093583634091
EDR054,baseline:D_e_abs,0.4257545341368871,0.901311475409836,0.9899999999999993,False,False,False,0.3,,
EDR054,baseline:D_e_normalized,0.08876450015281723,0.6137704918032787,0.3899999999999997,False,False,True,0.0,,
EDR054,baseline:D_e_positive,0.44580280830280833,0.6849180327868852,0.08999999999999986,True,True,True,0.3,,
EDR054,baseline:E_parallel_abs,0.10336643873029022,0.6655737704918032,0.7199999999999998,False,False,False,0.0,,
EDR054,baseline:E_prime_magnitude,0.14196395463019504,0.7990163934426229,1.5,False,False,False,0.0,,
EDR054,baseline:J_magnitude,0.9999999999999999,1.0,0.0,True,True,True,0.4,,
EDR054,baseline:Q,0.6439612885037687,0.9055737704918032,0.03000000000000025,True,True,True,0.4,,
EDR054,baseline:pressure_anisotropy_abs,0.8672268907563024,0.9924590163934426,0.0,True,True,True,0.4,,
EDR054,nonlinear_invariant,0.89125,0.9908196721311475,0.0,True,True,True,0.4,0.004541946020700572,0.022217956041914746
EDR054,sparse_invariant,0.8922863247863247,0.9950819672131147,0.0,True,True,True,0.4,0.02058995434661271,0.010358752641002281
EDR060,baseline:D_e_abs,0.06226303183222716,0.6445901639344263,0.6899999999999995,False,False,False,0.0,,
EDR060,baseline:D_e_normalized,0.017596934963320057,0.4819672131147541,4.5,False,False,False,0.0,,
EDR060,baseline:D_e_positive,0.06194848162590099,0.6632786885245903,0.75,False,False,False,0.0,,
EDR060,baseline:E_parallel_abs,0.019902524464798073,0.43016393442622947,2.7,False,False,False,0.0,,
EDR060,baseline:E_prime_magnitude,0.02060240377407885,0.5278688524590164,1.92,False,False,False,0.0,,
EDR060,baseline:J_magnitude,0.288847837985769,0.9711475409836066,0.6299999999999999,False,False,False,0.0,,
EDR060,baseline:Q,0.016666267446420205,0.45442622950819667,3.5700000000000003,False,False,False,0.0,,
EDR060,baseline:pressure_anisotropy_abs,0.01232782565806552,0.24262295081967214,3.5700000000000003,False,False,False,0.0,,
EDR060,nonlinear_invariant,0.03235816473439529,0.6990163934426229,0.6600000000000001,False,False,False,0.0,0.0274105511079011,0.011323228486283358
EDR060,sparse_invariant,0.041577663323393875,0.7855737704918032,1.8899999999999997,False,False,False,0.0,0.04373463412694155,0.027867081424576872
EDR064,baseline:D_e_abs,0.5443701117709817,0.9163333333333333,0.0,True,True,True,0.4,,
EDR064,baseline:D_e_normalized,0.13108958486598637,0.764,1.3500000000000005,False,False,False,0.0,,
EDR064,baseline:D_e_positive,0.5635311378865123,0.8845,0.0,True,True,True,0.4,,
EDR064,baseline:E_parallel_abs,0.47468769780221104,0.8493333333333334,0.02999999999999936,True,True,True,0.3,,
EDR064,baseline:E_prime_magnitude,0.16550029707216288,0.8256666666666668,3.1500000000000004,False,False,False,0.1,,
EDR064,baseline:J_magnitude,0.5547860993194528,0.8706666666666668,0.0,True,True,True,0.3,,
EDR064,baseline:Q,0.4449409094022706,0.783,0.02999999999999936,True,True,True,0.3,,
EDR064,baseline:pressure_anisotropy_abs,0.08309697955952558,0.5636666666666666,0.47999999999999954,False,False,True,0.0,,
EDR064,nonlinear_invariant,0.48062017234947274,0.6978333333333333,0.0,True,True,True,0.4,0.0050263878969445605,0.02433494192554868
EDR064,sparse_invariant,0.48273529589319053,0.862,0.0,True,True,True,0.3,0.02202793652620342,0.008040307574862276
EDR066,baseline:D_e_abs,0.8521604938271605,0.9862962962962963,0.0,True,True,True,0.4444444444444444,,
EDR066,baseline:D_e_normalized,0.23614688416366525,0.8644444444444446,0.05999999999999961,True,True,True,0.1111111111111111,,
EDR066,baseline:D_e_positive,0.8604938271604938,0.99,0.0,True,True,True,0.4444444444444444,,
EDR066,baseline:E_parallel_abs,0.21186942749911264,0.7514814814814815,1.62,False,False,False,0.2222222222222222,,
EDR066,baseline:E_prime_magnitude,0.7511515717398072,0.9892592592592593,0.0,True,True,True,0.3333333333333333,,
EDR066,baseline:J_magnitude,0.7339309290528804,0.9425925925925925,0.0,True,True,True,0.4444444444444444,,
EDR066,baseline:Q,0.744833927936943,0.9207407407407407,0.05999999999999961,True,True,True,0.4444444444444444,,
EDR066,baseline:pressure_anisotropy_abs,0.10709683043262964,0.7585185185185185,0.27000000000000046,False,True,True,0.0,,
EDR066,nonlinear_invariant,0.8682870370370372,0.9888888888888889,0.0,True,True,True,0.4444444444444444,0.00483752570660453,0.019706557023108754
EDR066,sparse_invariant,0.9343434343434345,0.9951851851851852,0.02999999999999936,True,True,True,0.4444444444444444,0.019426672973842127,0.013525294431339154
EDR072,baseline:D_e_abs,0.07613819090305336,0.7985714285714285,3.9,False,False,False,0.0,,
EDR072,baseline:D_e_normalized,0.015604094282085233,0.19333333333333333,4.32,False,False,False,0.0,,
EDR072,baseline:D_e_positive,0.02280130293159609,0.185,3.9,False,False,False,0.0,,
EDR072,baseline:E_parallel_abs,0.09293839798085292,0.7438095238095237,4.47,False,False,False,0.14285714285714285,,
EDR072,baseline:E_prime_magnitude,0.021330669660552866,0.42000000000000004,4.47,False,False,False,0.0,,
EDR072,baseline:J_magnitude,0.9999999999999998,1.0,0.08999999999999986,True,True,True,0.5714285714285714,,
EDR072,baseline:Q,0.6529405553795797,0.9452380952380952,0.14999999999999947,True,True,True,0.5714285714285714,,
EDR072,baseline:pressure_anisotropy_abs,0.04862836798622927,0.5752380952380951,3.48,False,False,False,0.0,,
EDR072,nonlinear_invariant,0.9999999999999998,1.0,0.05999999999999961,True,True,True,0.5714285714285714,0.016280598100453094,0.029073885913070256
EDR072,sparse_invariant,0.9999999999999998,1.0,0.03000000000000025,True,True,True,0.5714285714285714,0.03979742540182531,0.05228577420165393
